nmmunicipiocredor,nmfuncao,vlempenhado,vlliquidado,vlpagoorcamentario,valor_total
PINHEIRO PRETO,Educação,0.0,0.0,0.0,0.0
PINHEIRO PRETO,Saúde,0.0,0.0,0.0,0.0
PIRATUBA,Agricultura,0.0,400000.0,400000.0,800000.0
PIRATUBA,Educação,0.0,0.0,0.0,0.0
PIRATUBA,Saúde,0.0,0.0,0.0,0.0
PLANALTO ALEGRE,Agricultura,0.0,300000.0,300000.0,600000.0
PLANALTO ALEGRE,Educação,0.0,0.0,0.0,0.0
PLANALTO ALEGRE,Saúde,0.0,0.0,0.0,0.0
POMERODE,Educação,0.0,0.0,0.0,0.0
POMERODE,Saúde,0.0,0.0,0.0,0.0
POMERODE,Transporte,0.0,250000.0,250000.0,500000.0
PONTE ALTA,Educação,0.0,0.0,0.0,0.0
PONTE ALTA,Saúde,0.0,200000.0,200000.0,400000.0
PONTE ALTA DO NORTE,Educação,0.0,212.0,212.0,424.0
PONTE ALTA DO NORTE,Saúde,0.0,0.0,0.0,0.0
PONTE SERRADA,Agricultura,-300000.0,300000.0,300000.0,300000.0
PONTE SERRADA,Educação,0.0,0.0,0.0,0.0
PONTE SERRADA,Saúde,0.0,462200.0,462200.0,924400.0
PONTE SERRADA,Transporte,0.0,200000.0,200000.0,400000.0
PORTO BELO,Educação,0.0,0.0,0.0,0.0
PORTO BELO,Saúde,0.0,0.0,0.0,0.0
PORTO UNIAO,Educação,0.0,530.0,530.0,1060.0
PORTO UNIAO,Saúde,0.0,8250.0,12375.0,20625.0
POUSO REDONDO,Educação,0.0,200000.0,200000.0,400000.0
POUSO REDONDO,Saúde,0.0,0.0,0.0,0.0
PRAIA GRANDE,Agricultura,0.0,300000.0,0.0,300000.0
PRAIA GRANDE,Educação,-425040.0,435040.0,435040.0,445040.0
PRAIA GRANDE,Gestão Ambiental,0.0,150000.0,150000.0,300000.0
PRAIA GRANDE,Saúde,0.0,499996.0,499996.0,999992.0
PRAIA GRANDE,Transporte,0.0,1100000.0,1100000.0,2200000.0
PRESIDENTE CASTELLO BRANCO,Comércio e Serviços,0.0,91000.0,91000.0,182000.0
PRESIDENTE CASTELLO BRANCO,Educação,-99750.0,99750.0,99750.0,99750.0
PRESIDENTE CASTELLO BRANCO,Saúde,0.0,0.0,0.0,0.0
PRESIDENTE GETULIO,Educação,0.0,453960.0,453960.0,907920.0
PRESIDENTE GETULIO,Saúde,0.0,701174.0,701174.0,1402348.0
PRESIDENTE NEREU,Agricultura,0.0,117900.0,117900.0,235800.0
PRESIDENTE NEREU,Educação,0.0,0.0,0.0,0.0
PRESIDENTE NEREU,Saúde,0.0,0.0,0.0,0.0
PRINCESA,Educação,0.0,16896.0,0.0,16896.0
PRINCESA,Saúde,0.0,0.0,0.0,0.0
QUILOMBO,Educação,0.0,135.0,135.0,270.0
QUILOMBO,Saúde,0.0,321500.0,227000.0,548500.0
QUILOMBO,Transporte,0.0,1085000.0,1085000.0,2170000.0
RANCHO QUEIMADO,Educação,-450000.0,450470.0,450470.0,450940.0
RANCHO QUEIMADO,Saúde,0.0,0.0,0.0,0.0
RIO DAS ANTAS,Agricultura,0.0,0.0,0.0,0.0
RIO DAS ANTAS,Desporto e Lazer,0.0,150000.0,150000.0,300000.0
RIO DAS ANTAS,Educação,0.0,200000.0,200000.0,400000.0
RIO DAS ANTAS,Saúde,0.0,0.0,0.0,0.0
RIO DO CAMPO,Agricultura,0.0,150000.0,150000.0,300000.0
RIO DO CAMPO,Educação,0.0,43784.0,0.0,43784.0
RIO DO CAMPO,Saúde,0.0,4644.0,6966.0,11610.0
RIO DO OESTE,Agricultura,0.0,389900.0,389900.0,779800.0
RIO DO OESTE,Educação,0.0,0.0,0.0,0.0
RIO DO OESTE,Saúde,0.0,0.0,0.0,0.0
RIO DO OESTE,Transporte,0.0,100000.0,100000.0,200000.0
RIO DO SUL,Educação,0.0,5632194.0,5632194.0,11264388.0
RIO DO SUL,Saúde,0.0,2925822.0,2368822.0,5294644.0
RIO DO SUL,Transporte,0.0,250000.0,250000.0,500000.0
RIO DOS CEDROS,Educação,0.0,200000.0,200000.0,400000.0
RIO DOS CEDROS,Saúde,0.0,0.0,0.0,0.0
RIO DOS CEDROS,Transporte,0.0,500000.0,500000.0,1000000.0
RIO FORTUNA,Educação,0.0,111040.0,111040.0,222080.0
RIO FORTUNA,Saúde,0.0,3486.0,5229.0,8715.0
RIO NEGRINHO,Educação,0.0,920.0,920.0,1840.0
RIO NEGRINHO,Saúde,0.0,1702064.0,1281225.0,2983289.0
RIO NEGRINHO,Transporte,0.0,0.0,0.0,0.0
RIO RUFINO,Agricultura,0.0,300000.0,300000.0,600000.0
RIO RUFINO,Educação,0.0,73341.0,0.0,73341.0
RIO RUFINO,Saúde,0.0,0.0,0.0,0.0
RIQUEZA,Agricultura,0.0,350000.0,350000.0,700000.0
RIQUEZA,Educação,-85000.0,99542.0,85000.0,99542.0
RIQUEZA,Saúde,0.0,0.0,0.0,0.0
RIQUEZA,Transporte,0.0,600000.0,600000.0,1200000.0
RODEIO,Agricultura,0.0,250000.0,250000.0,500000.0
RODEIO,Educação,0.0,0.0,0.0,0.0
RODEIO,Saúde,0.0,0.0,0.0,0.0
ROMELANDIA,Agricultura,-700000.0,700000.0,700000.0,700000.0
ROMELANDIA,Educação,0.0,0.0,0.0,0.0
ROMELANDIA,Saúde,0.0,0.0,300000.0,300000.0
ROMELANDIA,Transporte,0.0,970000.0,970000.0,1940000.0
SALETE,Educação,0.0,400000.0,400000.0,800000.0
SALETE,Saúde,0.0,300000.0,300000.0,600000.0
SALETE,Transporte,0.0,200000.0,200000.0,400000.0
SALTINHO,Educação,0.0,20492.0,0.0,20492.0
SALTINHO,Saúde,0.0,0.0,0.0,0.0
SALTINHO,Transporte,0.0,1000000.0,1000000.0,2000000.0
SALTO VELOSO,Agricultura,-150000.0,450000.0,450000.0,750000.0
SALTO VELOSO,Educação,-200000.0,240000.0,240000.0,280000.0
SALTO VELOSO,Saúde,0.0,84000.0,84000.0,168000.0
SANGAO,Educação,0.0,236590.0,1236590.0,1473180.0
SANGAO,Saúde,0.0,0.0,0.0,0.0
SANGAO,Transporte,0.0,1412716.0,1412716.0,2825432.0
SANTA CECILIA,Educação,0.0,100220.0,100220.0,200440.0
SANTA CECILIA,Saúde,0.0,0.0,0.0,0.0
SANTA HELENA,Agricultura,0.0,390270.0,390270.0,780540.0
SANTA HELENA,Educação,0.0,0.0,0.0,0.0
SANTA HELENA,Saúde,0.0,0.0,0.0,0.0
SANTA ROSA DE LIMA,Educação,0.0,0.0,0.0,0.0
SANTA ROSA DE LIMA,Saúde,0.0,0.0,0.0,0.0
SANTA ROSA DO SUL,Educação,-250000.0,250000.0,1478000.0,1478000.0
SANTA ROSA DO SUL,Saúde,0.0,0.0,0.0,0.0
SANTA TEREZINHA,Educação,0.0,0.0,0.0,0.0
SANTA TEREZINHA,Saúde,0.0,0.0,0.0,0.0
SANTA TEREZINHA DO PROGRESSO,Agricultura,0.0,500000.0,500000.0,1000000.0
SANTA TEREZINHA DO PROGRESSO,Educação,-460000.0,460000.0,460000.0,460000.0
SANTA TEREZINHA DO PROGRESSO,Saúde,0.0,0.0,0.0,0.0
SANTA TEREZINHA DO PROGRESSO,Transporte,0.0,1000000.0,1000000.0,2000000.0
SANTIAGO DO SUL,Agricultura,0.0,500000.0,500000.0,1000000.0
SANTIAGO DO SUL,Educação,0.0,160.0,160.0,320.0
SANTIAGO DO SUL,Saúde,0.0,0.0,0.0,0.0
SANTO AMARO DA IMPERATRIZ,Educação,-1400000.0,1400600.0,1400600.0,1401200.0
SANTO AMARO DA IMPERATRIZ,Saúde,0.0,8250.0,12375.0,20625.0
SAO BENTO DO SUL,Comércio e Serviços,0.0,300000.0,300000.0,600000.0
SAO BENTO DO SUL,Educação,0.0,1320460.0,1320460.0,2640920.0
SAO BENTO DO SUL,Saúde,0.0,508500.0,514000.0,1022500.0
SAO BENTO DO SUL,Transporte,0.0,1900000.0,1900000.0,3800000.0
SAO BENTO DO SUL,Urbanismo,0.0,0.0,0.0,0.0
SAO BERNARDINO,Agricultura,-350000.0,1200000.0,1200000.0,2050000.0
SAO BERNARDINO,Educação,-150000.0,383328.0,350600.0,583928.0
SAO BERNARDINO,Saúde,0.0,0.0,0.0,0.0
SAO BONIFACIO,Educação,0.0,0.0,0.0,0.0
SAO BONIFACIO,Saúde,0.0,0.0,0.0,0.0
SAO CARLOS,Agricultura,0.0,300000.0,300000.0,600000.0
SAO CARLOS,Educação,0.0,78000.0,78000.0,156000.0
SAO CARLOS,Saúde,0.0,500000.0,500000.0,1000000.0
SAO CRISTOVAO DO SUL,Educação,0.0,0.0,0.0,0.0
SAO CRISTOVAO DO SUL,Saúde,0.0,0.0,0.0,0.0
SAO DOMINGOS,Agricultura,-150000.0,450000.0,450000.0,750000.0
SAO DOMINGOS,Educação,0.0,201699.0,149270.0,350969.0
SAO DOMINGOS,Gestão Ambiental,0.0,0.0,0.0,0.0
SAO DOMINGOS,Saúde,0.0,0.0,0.0,0.0
SAO FRANCISCO DO SUL,Educação,0.0,290.0,290.0,580.0
SAO FRANCISCO DO SUL,Saúde,0.0,56774.0,774.0,57548.0
SAO JOAO BATISTA,Educação,0.0,1904413.0,6789529.0,8693942.0
SAO JOAO BATISTA,Saúde,0.0,28068.0,42102.0,70170.0
SAO JOAO BATISTA,Transporte,0.0,300000.0,300000.0,600000.0
SAO JOAO DO ITAPERIU,Educação,0.0,59837.0,59837.0,119674.0
SAO JOAO DO ITAPERIU,Saúde,0.0,0.0,0.0,0.0
SAO JOAO DO OESTE,Agricultura,0.0,420000.0,420000.0,840000.0
SAO JOAO DO OESTE,Comércio e Serviços,0.0,200000.0,200000.0,400000.0
SAO JOAO DO OESTE,Educação,0.0,15000.0,15000.0,30000.0
SAO JOAO DO OESTE,Saúde,0.0,0.0,0.0,0.0
SAO JOAO DO SUL,Agricultura,0.0,200000.0,200000.0,400000.0
SAO JOAO DO SUL,Educação,0.0,60300.0,60300.0,120600.0
SAO JOAO DO SUL,Saúde,0.0,0.0,0.0,0.0
SAO JOAO DO SUL,Transporte,0.0,250000.0,250000.0,500000.0
SAO JOAQUIM,Agricultura,0.0,300000.0,300000.0,600000.0
SAO JOAQUIM,Educação,-68000.0,69460.0,69460.0,70920.0
SAO JOAQUIM,Saúde,0.0,37448.0,56172.0,93620.0
SAO JOSE,Educação,0.0,287551.0,287551.0,575102.0
SAO JOSE,Saúde,0.0,15950.0,23925.0,39875.0
SAO JOSE,Transporte,0.0,6000000.0,6000000.0,12000000.0
SAO JOSE DO CEDRO,Educação,0.0,65000.0,65000.0,130000.0
SAO JOSE DO CEDRO,Saúde,0.0,0.0,0.0,0.0
SAO JOSE DO CERRITO,Agricultura,0.0,800000.0,800000.0,1600000.0
SAO JOSE DO CERRITO,Educação,0.0,60135.0,60135.0,120270.0
SAO JOSE DO CERRITO,Saúde,0.0,0.0,0.0,0.0
SAO LOURENCO DO OESTE,Agricultura,0.0,300000.0,300000.0,600000.0
SAO LOURENCO DO OESTE,Educação,0.0,155000.0,155000.0,310000.0
SAO LOURENCO DO OESTE,Saúde,0.0,11000.0,16500.0,27500.0
SAO LOURENCO DO OESTE,Transporte,0.0,450000.0,450000.0,900000.0
SAO LUDGERO,Educação,0.0,300000.0,300000.0,600000.0
SAO LUDGERO,Saúde,0.0,100000.0,100000.0,200000.0
SAO MARTINHO,Agricultura,0.0,400000.0,400000.0,800000.0
SAO MARTINHO,Assistência Social,0.0,0.0,0.0,0.0
SAO MARTINHO,Educação,0.0,53442.0,460.0,53902.0
SAO MARTINHO,Saúde,0.0,0.0,0.0,0.0
SAO MIGUEL DA BOA VISTA,Agricultura,-200000.0,200000.0,200000.0,200000.0
SAO MIGUEL DA BOA VISTA,Educação,0.0,0.0,0.0,0.0
SAO MIGUEL DA BOA VISTA,Saúde,0.0,0.0,0.0,0.0
SAO MIGUEL DO OESTE,Educação,0.0,35600.0,35600.0,71200.0
SAO MIGUEL DO OESTE,Saúde,0.0,2888250.0,2892375.0,5780625.0
SAO MIGUEL DO OESTE,Transporte,0.0,750000.0,750000.0,1500000.0
SAO PEDRO DE ALCANTARA,Agricultura,0.0,150000.0,150000.0,300000.0
SAO PEDRO DE ALCANTARA,Educação,0.0,1090.0,1090.0,2180.0
SAO PEDRO DE ALCANTARA,Saúde,0.0,0.0,0.0,0.0
SAUDADES,Agricultura,0.0,300000.0,300000.0,600000.0
SAUDADES,Educação,0.0,300.0,300.0,600.0
SAUDADES,Saúde,0.0,150000.0,150000.0,300000.0
SAUDADES,Transporte,-3000.0,300000.0,300000.0,597000.0
SCHROEDER,Agricultura,-300000.0,300000.0,300000.0,300000.0
SCHROEDER,Educação,0.0,200600.0,200300.0,400900.0
SCHROEDER,Saúde,0.0,0.0,0.0,0.0
SCHROEDER,Transporte,0.0,150000.0,150000.0,300000.0
SEARA,Agricultura,0.0,400000.0,400000.0,800000.0
SEARA,Educação,0.0,0.0,0.0,0.0
SEARA,Saúde,0.0,41400.0,27600.0,69000.0
SERRA ALTA,Agricultura,0.0,300000.0,300000.0,600000.0
SERRA ALTA,Comércio e Serviços,0.0,250000.0,250000.0,500000.0
SERRA ALTA,Educação,-100000.0,100000.0,100000.0,100000.0
SERRA ALTA,Saúde,0.0,0.0,0.0,0.0
SERRA ALTA,Transporte,0.0,1050000.0,1050000.0,2100000.0
SIDEROPOLIS,Educação,0.0,815.0,815.0,1630.0
SIDEROPOLIS,Saúde,0.0,0.0,0.0,0.0
SIDEROPOLIS,Transporte,0.0,500000.0,500000.0,1000000.0
SOMBRIO,Educação,0.0,0.0,0.0,0.0
SOMBRIO,Saúde,0.0,140000.0,140000.0,280000.0
SUL BRASIL,Agricultura,0.0,1000000.0,1000000.0,2000000.0
SUL BRASIL,Comércio e Serviços,0.0,200000.0,200000.0,400000.0
SUL BRASIL,Educação,0.0,0.0,0.0,0.0
SUL BRASIL,Saúde,0.0,540.0,540.0,1080.0
TAIO,Educação,0.0,0.0,0.0,0.0
TAIO,Saúde,0.0,0.0,0.0,0.0
TANGARA,Agricultura,0.0,0.0,0.0,0.0
TANGARA,Educação,0.0,0.0,0.0,0.0
TANGARA,Saúde,0.0,210000.0,210000.0,420000.0
TANGARA,Transporte,0.0,250000.0,250000.0,500000.0
TIGRINHOS,Educação,0.0,100000.0,100000.0,200000.0
TIGRINHOS,Saúde,-100000.0,1326.0,1989.0,-96685.0
TIGRINHOS,Transporte,0.0,250000.0,250000.0,500000.0
TIJUCAS,Educação,0.0,99740.0,99740.0,199480.0
TIJUCAS,Saúde,0.0,8250.0,12375.0,20625.0
TIMBE DO SUL,Comércio e Serviços,0.0,181620.0,0.0,181620.0
TIMBE DO SUL,Educação,-198000.0,574547.0,574547.0,951094.0
TIMBE DO SUL,Saúde,0.0,601806.0,0.0,601806.0
TIMBE DO SUL,Transporte,0.0,1722000.0,1722000.0,3444000.0
TIMBO,Educação,0.0,676192.0,676192.0,1352384.0
TIMBO,Saúde,0.0,0.0,0.0,0.0
TIMBO GRANDE,Agricultura,0.0,867428.0,867428.0,1734856.0
TIMBO GRANDE,Educação,0.0,300.0,300.0,600.0
TIMBO GRANDE,Saúde,0.0,0.0,0.0,0.0
TRES BARRAS,Educação,0.0,20000.0,20000.0,40000.0
TRES BARRAS,Saúde,0.0,69450.0,0.0,69450.0
TREVISO,Educação,0.0,0.0,0.0,0.0
TREVISO,Saúde,0.0,0.0,0.0,0.0
TREZE DE MAIO,Educação,0.0,57632.0,230.0,57862.0
TREZE DE MAIO,Saúde,0.0,390000.0,390000.0,780000.0
TREZE DE MAIO,Transporte,0.0,0.0,0.0,0.0
TREZE TILIAS,Desporto e Lazer,-129000.0,0.0,0.0,-129000.0
TREZE TILIAS,Educação,0.0,129150.0,129150.0,258300.0
TREZE TILIAS,Saúde,0.0,5880.0,8820.0,14700.0
TREZE TILIAS,Transporte,0.0,0.0,0.0,0.0
TROMBUDO CENTRAL,Educação,0.0,57038.0,57038.0,114076.0
TROMBUDO CENTRAL,Saúde,0.0,205160.0,207920.0,413080.0
TUBARAO,Educação,0.0,129791.0,44367.0,174158.0
TUBARAO,Saúde,0.0,411000.0,416500.0,827500.0
TUBARAO,Transporte,0.0,580470.0,580470.0,1160940.0
TUNAPOLIS,Agricultura,-250000.0,550000.0,550000.0,850000.0
TUNAPOLIS,Educação,0.0,348595.0,348595.0,697190.0
TUNAPOLIS,Saúde,0.0,0.0,0.0,0.0
TUNAPOLIS,Transporte,0.0,250000.0,250000.0,500000.0
TURVO,Educação,0.0,20000.0,20000.0,40000.0
TURVO,Saúde,0.0,100000.0,100000.0,200000.0
UNIAO DO OESTE,Agricultura,-150000.0,450000.0,450000.0,750000.0
UNIAO DO OESTE,Educação,0.0,0.0,0.0,0.0
UNIAO DO OESTE,Saúde,0.0,0.0,0.0,0.0
URUBICI,Educação,0.0,234750.0,123180.0,357930.0
URUBICI,Saúde,0.0,0.0,0.0,0.0
URUPEMA,Agricultura,0.0,300000.0,300000.0,600000.0
URUPEMA,Educação,0.0,0.0,0.0,0.0
URUPEMA,Saúde,0.0,0.0,0.0,0.0
URUSSANGA,Agricultura,0.0,0.0,0.0,0.0
URUSSANGA,Educação,0.0,200000.0,200000.0,400000.0
URUSSANGA,Saúde,0.0,214950.0,217425.0,432375.0
URUSSANGA,Transporte,0.0,350000.0,350000.0,700000.0
VARGEAO,Agricultura,-300000.0,300000.0,300000.0,300000.0
VARGEAO,Educação,0.0,140000.0,140000.0,280000.0
VARGEAO,Saúde,0.0,0.0,0.0,0.0
VARGEAO,Transporte,0.0,250000.0,250000.0,500000.0
VARGEM,Educação,0.0,31848.0,220.0,32068.0
VARGEM,Saúde,0.0,3042.0,4563.0,7605.0
VARGEM BONITA,Agricultura,0.0,200000.0,200000.0,400000.0
VARGEM BONITA,Educação,0.0,0.0,0.0,0.0
VARGEM BONITA,Saúde,0.0,0.0,0.0,0.0
VARGEM BONITA,Transporte,0.0,300000.0,300000.0,600000.0
VIDAL RAMOS,Educação,-100000.0,630240.0,630240.0,1160480.0
VIDAL RAMOS,Saúde,0.0,0.0,0.0,0.0
VIDEIRA,Agricultura,0.0,0.0,0.0,0.0
VIDEIRA,Educação,0.0,400.0,400.0,800.0
VIDEIRA,Saúde,0.0,708250.0,712375.0,1420625.0
VITOR MEIRELES,Agricultura,0.0,350000.0,350000.0,700000.0
VITOR MEIRELES,Educação,0.0,0.0,0.0,0.0
VITOR MEIRELES,Saúde,0.0,0.0,0.0,0.0
WITMARSUM,Educação,0.0,20000.0,20000.0,40000.0
WITMARSUM,Saúde,0.0,0.0,0.0,0.0
XANXERE,Educação,0.0,1500.0,1500.0,3000.0
XANXERE,Saúde,0.0,208250.0,212375.0,420625.0
XAVANTINA,Agricultura,-200000.0,200000.0,200000.0,200000.0
XAVANTINA,Educação,0.0,0.0,0.0,0.0
XAVANTINA,Saúde,0.0,0.0,0.0,0.0
XAVANTINA,Transporte,0.0,350000.0,350000.0,700000.0
XAXIM,Agricultura,0.0,650000.0,650000.0,1300000.0
XAXIM,Desporto e Lazer,0.0,150000.0,150000.0,300000.0
XAXIM,Educação,0.0,0.0,0.0,0.0
XAXIM,Saúde,0.0,0.0,0.0,0.0
XAXIM,Transporte,0.0,650000.0,650000.0,1300000.0
ZORTEA,Educação,0.0,250000.0,250000.0,500000.0
ZORTEA,Saúde,0.0,0.0,0.0,0.0
